MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
160,,2117,Pave,None,Reg,Lvl,RL,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,Typ,Other,0,Gd,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,769,804,0,1573,TA,0,2,1,3,1,WD,4,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,32,0,0,0,0,None,None,None,0,9,2007,VinylSd,Normal,
20,,7321,Pave,None,IR1,Lvl,RL,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,Typ,Other,0,Gd,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1358,0,0,1358,TA,0,2,0,3,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,Y,176,174,0,0,0,0,None,None,None,0,12,2007,VinylSd,Normal,
60,,8010,Pave,None,IR1,Lvl,RL,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,Typ,Other,0,Gd,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1072,976,0,2048,TA,0,2,1,3,1,WD,8,AllPub,2,None,None,Other,None,0,0,None,None,Y,0,48,0,0,180,0,None,None,None,0,8,2007,VinylSd,Normal,
60,,8413,Pave,None,IR1,Lvl,RL,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,Typ,Other,0,Gd,Gd,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1220,1142,0,2362,TA,0,2,1,3,1,WD,8,AllPub,2,None,None,Other,None,0,0,None,None,Y,147,0,36,0,144,0,None,None,None,0,6,2007,VinylSd,Normal,
120,,9466,Pave,None,IR2,Lvl,RL,FR2,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1994,1995,Gable,CompShg,VinylSd,Typ,Other,0,Gd,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1494,0,0,1494,TA,0,1,1,1,1,WD,5,AllPub,1,None,None,Other,None,0,0,None,None,Y,0,30,0,0,217,0,None,None,None,0,5,2007,VinylSd,Normal,
20,,12000,Pave,None,Reg,Lvl,RL,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,7,6,1980,1980,Hip,CompShg,VinylSd,Typ,Other,0,Gd,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,2362,0,0,2362,TA,0,2,1,3,1,WD,8,AllPub,1,None,None,Other,None,0,0,None,None,Y,180,16,0,0,0,0,None,None,None,0,3,2007,VinylSd,Normal,
20,,17778,Pave,None,IR1,Lvl,RL,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,5,1981,1981,Hip,CompShg,VinylSd,Typ,Other,0,Gd,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,2497,0,0,2497,TA,0,2,0,2,1,WD,7,AllPub,2,None,None,Other,None,0,0,None,None,Y,266,0,0,0,0,0,None,None,None,0,3,2007,VinylSd,Normal,
20,,11700,Pave,None,Reg,Lvl,RL,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1152,0,0,1152,TA,0,1,1,3,1,WD,7,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,126,0,0,0,0,None,None,None,0,9,2007,VinylSd,Normal,
60,,8000,Pave,None,Reg,Lvl,RL,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,6,1970,1970,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1403,1008,0,2411,TA,0,2,1,4,1,WD,8,AllPub,1,None,None,Other,None,0,0,None,None,Y,0,192,0,0,0,0,None,None,None,0,6,2007,VinylSd,Normal,
85,,8723,Pave,None,IR1,Lvl,RL,Inside,Gtl,NWAmes,PosN,Norm,1Fam,SFoyer,6,6,1969,1969,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1082,0,0,1082,TA,0,1,0,3,1,WD,6,AllPub,0,None,None,Other,None,0,0,None,None,Y,160,0,0,0,0,0,None,None,None,0,1,2007,VinylSd,Normal,
20,,11700,Pave,None,Reg,Lvl,RL,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1968,1968,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Fa,Y,SBrkr,1295,0,0,1295,TA,0,1,1,3,1,WD,6,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,194,0,0,200,0,None,None,None,0,4,2007,VinylSd,Normal,
20,,11358,Pave,None,IR1,Lvl,RL,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1972,1987,Hip,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1610,0,0,1610,TA,0,2,0,3,1,WD,8,AllPub,1,None,None,Other,None,0,0,None,None,Y,202,0,0,0,256,0,None,None,None,0,5,2007,VinylSd,Normal,
20,,9547,Pave,None,Reg,Lvl,RL,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1993,1993,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1594,0,0,1594,TA,0,2,0,2,1,WD,6,AllPub,1,None,None,Other,None,0,0,None,None,Y,190,80,0,0,0,0,None,None,None,0,7,2007,VinylSd,Normal,
60,,10530,Pave,None,Reg,Lvl,RL,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1993,1993,Gable,CompShg,VinylSd,Typ,Other,0,Gd,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1091,984,0,2075,TA,0,2,1,3,1,WD,8,AllPub,1,None,None,Other,None,0,0,None,None,Y,235,86,0,0,0,0,None,None,None,0,8,2007,VinylSd,Normal,
20,,10738,Pave,None,IR1,Lvl,RL,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1966,1966,Hip,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,1093,0,0,1093,TA,0,2,0,3,1,WD,6,AllPub,1,None,None,Other,None,0,0,None,None,Y,224,0,0,0,0,0,None,None,None,400,11,2007,VinylSd,Normal,
20,,10800,Pave,None,Reg,Lvl,RL,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1052,0,0,1052,TA,0,1,0,3,1,WD,6,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,133,0,0,0,0,None,None,None,0,2,2007,VinylSd,Normal,
20,,8050,Pave,None,Reg,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1993,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1107,0,0,1107,TA,0,1,0,3,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,Y,88,64,0,0,0,0,None,None,None,0,3,2007,VinylSd,Normal,
90,,10899,Pave,None,IR1,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1964,1964,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,N,SBrkr,1224,0,0,1224,TA,0,2,0,2,2,WD,8,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,4,2007,VinylSd,Normal,
20,,7450,Pave,None,IR1,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,1074,0,0,1074,TA,0,1,0,2,1,WD,6,AllPub,1,None,None,Other,None,0,0,None,None,Y,0,72,0,0,0,0,None,None,None,0,1,2007,VinylSd,Normal,
20,,14357,Pave,None,IR1,Lvl,RL,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1187,0,0,1187,TA,0,1,0,2,1,WD,6,AllPub,1,None,None,Other,None,0,0,None,None,Y,128,0,0,0,0,0,None,None,None,0,8,2007,VinylSd,Normal,
20,,8243,Pave,None,IR1,Lvl,RL,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1961,1961,Gable,CompShg,VinylSd,Typ,Other,0,TA,Gd,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,964,0,0,964,TA,0,1,0,3,1,WD,5,AllPub,1,None,None,Other,None,0,0,None,None,Y,170,0,0,0,0,0,None,None,None,0,2,2007,VinylSd,Normal,
20,,8680,Pave,None,Reg,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,1960,Hip,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,894,0,0,894,TA,0,1,0,3,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,1,2007,VinylSd,Normal,
20,,8800,Pave,None,Reg,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1966,1966,Hip,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1200,0,0,1200,TA,0,2,0,3,1,WD,6,AllPub,1,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,10,2007,VinylSd,Normal,
80,,9200,Pave,None,Reg,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1965,1965,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1042,0,0,1042,TA,0,2,0,3,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,Y,192,0,0,0,0,0,None,None,None,0,5,2007,VinylSd,Normal,
60,,8800,Pave,None,Reg,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,7,1964,1997,Gable,CompShg,VinylSd,Typ,Other,0,TA,Gd,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,845,1309,0,2154,TA,0,2,1,5,1,WD,8,AllPub,1,None,None,Other,None,0,0,None,None,Y,0,0,0,0,161,0,None,None,None,0,7,2007,VinylSd,Normal,
20,,11382,Pave,None,IR1,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1374,0,0,1374,TA,0,1,0,3,1,WD,7,AllPub,1,None,None,Other,None,0,0,None,None,Y,0,28,84,0,0,0,None,None,None,0,8,2007,VinylSd,Normal,
20,,22002,Pave,None,Reg,Lvl,RL,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1959,1991,Gable,CompShg,VinylSd,Typ,Other,0,TA,Gd,CBlock,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,1652,0,0,1652,TA,0,1,1,3,1,WD,6,AllPub,1,None,None,Other,None,0,0,None,None,Y,0,0,0,0,201,0,None,None,None,0,7,2007,VinylSd,Normal,
45,,12172,Pave,None,Reg,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1940,1996,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,908,0,0,908,TA,0,1,0,2,1,WD,4,AllPub,0,None,None,Other,None,0,0,None,None,Y,284,24,0,0,192,0,None,None,None,0,10,2007,VinylSd,Normal,
20,,5000,Pave,None,Reg,Lvl,RL,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,3,1946,1950,Gable,CompShg,VinylSd,Typ,Other,0,Fa,Fa,CBlock,None,None,None,None,0,None,0,0,0,GasA,Fa,N,SBrkr,666,0,0,666,TA,0,1,0,2,1,WD,4,AllPub,0,None,None,Other,None,0,0,None,None,N,0,52,0,0,0,0,None,None,None,0,4,2007,VinylSd,Normal,
50,,3500,Pave,None,Reg,Lvl,RL,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,3,5,1945,1950,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,N,FuseA,442,228,0,670,TA,0,1,0,2,1,WD,4,AllPub,0,None,None,Other,None,0,0,None,None,N,0,21,0,0,0,0,None,None,None,2000,7,2007,VinylSd,Normal,
20,,5175,Pave,None,Reg,Lvl,RL,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5,8,1958,2000,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,808,0,0,808,TA,0,1,0,2,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,N,143,0,0,0,0,0,None,None,None,0,7,2007,VinylSd,Normal,
20,,9600,Pave,None,Reg,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Hip,CompShg,VinylSd,Typ,Other,0,TA,Gd,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1150,0,0,1150,TA,0,1,0,2,1,WD,6,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,0,0,0,175,0,None,None,None,0,10,2007,VinylSd,Normal,
90,,8668,Pave,None,Reg,Lvl,RL,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1560,0,0,1560,TA,0,2,0,4,2,WD,8,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,5,2007,VinylSd,Normal,
85,,10050,Pave,None,IR1,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,6,1966,1966,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1280,0,0,1280,TA,0,2,0,3,1,WD,6,AllPub,1,None,None,Other,None,0,0,None,None,Y,140,40,0,0,0,0,None,None,None,0,6,2007,VinylSd,Normal,
80,,9600,Pave,None,IR1,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1961,1961,Hip,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1254,0,0,1254,TA,0,1,0,3,1,WD,6,AllPub,1,None,None,Other,None,0,0,None,None,Y,0,0,0,0,168,0,None,None,None,0,5,2007,VinylSd,Normal,
20,,8760,Pave,None,Reg,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1957,1999,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,936,0,0,936,TA,0,1,0,2,1,WD,4,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,0,0,219,0,0,None,None,None,0,9,2007,VinylSd,Normal,
20,,6860,Pave,None,IR1,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1008,0,0,1008,TA,0,1,0,3,1,WD,6,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,12,2007,VinylSd,Normal,
20,,8250,Pave,None,Reg,Lvl,RL,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1963,1963,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,1053,0,0,1053,TA,0,1,0,3,1,WD,6,AllPub,0,None,None,Other,None,0,0,None,None,Y,240,0,0,0,109,0,None,None,None,0,7,2007,VinylSd,Normal,
20,,9100,Pave,None,Reg,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1144,0,0,1144,TA,0,1,0,3,1,WD,6,AllPub,1,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,6,2007,VinylSd,Normal,
20,,9736,Pave,None,Reg,Lvl,RL,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1969,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,1721,0,0,1721,TA,0,1,0,4,1,WD,8,AllPub,3,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,4,2007,VinylSd,Normal,
20,,9770,Pave,None,Reg,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,FuseA,922,0,0,922,TA,0,1,0,2,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,34,0,0,0,0,None,None,None,0,4,2007,VinylSd,Normal,
20,,12198,Pave,None,IR1,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1975,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1411,0,0,1411,TA,0,1,0,3,1,WD,7,AllPub,1,None,None,Other,None,0,0,None,None,Y,278,82,0,0,0,0,None,None,None,0,6,2007,VinylSd,Normal,
20,,10050,Pave,None,Reg,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Hip,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1216,0,0,1216,TA,0,1,0,3,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,8,2007,VinylSd,Normal,
20,,11556,Pave,None,Reg,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,9,1953,2006,Gable,CompShg,VinylSd,Typ,Other,0,TA,Ex,CBlock,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,1154,0,0,1154,TA,0,1,1,3,1,WD,6,AllPub,0,None,None,Other,None,0,0,None,None,Y,63,0,0,0,0,0,None,None,None,0,7,2007,VinylSd,Normal,
90,,8078,Pave,None,Reg,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Hip,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1560,0,0,1560,TA,0,2,0,4,2,WD,8,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,12,2007,VinylSd,Normal,
20,,10950,Pave,None,Reg,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1952,1952,Hip,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,948,0,0,948,TA,0,1,0,2,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,N,0,48,0,0,0,0,None,None,None,0,4,2007,VinylSd,Normal,
20,,7942,Pave,None,Reg,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1953,1953,Hip,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,FuseF,1040,0,0,1040,TA,0,1,0,3,1,WD,6,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,6,2007,VinylSd,Normal,
20,,8540,Pave,None,Reg,Lvl,RL,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1956,2003,Gable,CompShg,VinylSd,Typ,Other,0,TA,Gd,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,925,0,0,925,TA,0,1,0,3,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,Y,152,0,0,0,0,0,None,None,None,0,6,2007,VinylSd,Normal,
50,,7150,Pave,None,Reg,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,4,1955,1955,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,1040,500,0,1540,TA,0,1,0,4,1,WD,7,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,8,2007,VinylSd,Normal,
20,,8400,Pave,None,Reg,Lvl,RL,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,VinylSd,Typ,Other,0,TA,Gd,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,925,0,0,925,TA,0,1,0,3,1,WD,5,AllPub,2,None,None,Other,None,0,0,None,None,Y,81,0,0,0,0,0,None,None,None,0,3,2007,VinylSd,Normal,
20,,9532,Pave,None,Reg,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1953,1953,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,1647,0,0,1647,TA,0,1,0,3,1,WD,6,AllPub,1,None,None,Other,None,0,0,None,None,Y,225,0,0,0,0,368,None,None,None,0,2,2007,VinylSd,Normal,
20,,15783,Pave,None,Reg,Lvl,RL,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1952,1952,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,924,0,0,924,TA,0,1,0,2,1,WD,6,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,324,0,0,0,0,None,None,None,400,6,2007,VinylSd,Normal,
50,,14190,Pave,None,Reg,Lvl,RL,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,4,7,1890,2006,Gable,CompShg,VinylSd,Typ,Other,0,Gd,Gd,CBlock,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,1000,544,0,1544,TA,0,2,0,3,1,WD,7,AllPub,0,None,None,Other,None,0,0,None,None,N,231,0,0,0,0,0,None,None,None,0,4,2007,VinylSd,Normal,
50,,12099,Pave,None,IR1,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,6,1953,2004,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,1216,0,512,1728,TA,0,1,0,3,1,WD,7,AllPub,1,None,None,Other,None,0,0,None,None,Y,200,0,0,0,0,0,None,None,None,0,6,2007,VinylSd,Normal,
70,,21281,Pave,None,Reg,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,4,1935,2007,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,BrkTil,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,1308,1778,0,3086,TA,0,3,1,4,1,WD,9,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,208,290,0,156,0,None,None,None,0,11,2007,VinylSd,Family,
50,,10284,Pave,None,Reg,Lvl,RL,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1925,1993,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,845,436,0,1281,TA,0,2,0,1,1,WD,6,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,8,2007,VinylSd,Abnorml,
70,,10800,Pave,None,Reg,Lvl,RL,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,9,1895,1999,Gable,CompShg,VinylSd,Typ,Other,0,TA,Gd,CBlock,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,751,783,0,1534,TA,0,1,1,3,1,WD,6,AllPub,0,None,None,Other,None,0,0,None,None,N,0,112,0,0,0,0,None,None,None,0,7,2007,VinylSd,Normal,
80,,10090,Pave,None,IR1,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,7,5,1963,1999,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1035,616,0,1651,TA,0,2,0,4,1,WD,6,AllPub,2,None,None,Other,None,0,0,None,None,Y,460,46,0,0,165,0,None,None,None,0,10,2007,VinylSd,Normal,
20,,8700,Pave,None,IR1,Lvl,RL,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1961,1961,Gable,CompShg,VinylSd,Typ,Other,0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,888,0,0,888,TA,0,1,0,3,1,WD,5,AllPub,0,None,None,Other,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,2,2007,VinylSd,Abnorml,
